4913
         35517645 function calls (35268577 primitive calls) in 31.088 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1463    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
      191    0.000    0.000    0.000    0.000 _decorators.py:135(__call__)
      978    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      632    0.000    0.000    0.006    0.000 re.py:184(sub)
      186    0.000    0.000    0.048    0.000 __init__.py:2688(activate)
      932    0.000    0.000    0.001    0.000 config.py:225(parse_hookimpl_opts)
      743    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:151(__exit__)
     1763    0.000    0.000    0.001    0.000 sre_parse.py:159(__len__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1559(_IPv4Constants)
      309    0.000    0.000    0.002    0.000 enum.py:795(__or__)
        1    0.000    0.000    0.001    0.001 __init__.py:937(_rc_params_in_file)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
       79    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
        1    0.000    0.000    0.001    0.001 extras.py:10(<module>)
      275    0.000    0.000    0.001    0.000 function_base.py:4519(add_newdoc)
      998    0.000    0.000    0.001    0.000 {built-in method from_bytes}
      277    0.000    0.000    0.000    0.000 enum.py:351(__setattr__)
     2212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
     1691    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        2    0.000    0.000    0.031    0.016 pyparsing.py:61(<module>)
      186    0.000    0.000    0.038    0.000 __init__.py:2263(fixup_namespace_packages)
      134    0.000    0.000    0.001    0.000 pyparsing.py:3219(__init__)
     2585    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       42    0.000    0.000    0.002    0.000 abc.py:132(__new__)
      743    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      553    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
    66/17    0.000    0.000    0.001    0.000 abc.py:194(__subclasscheck__)
      900    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
      961    0.000    0.000    0.001    0.000 ntpath.py:33(_get_bothseps)
      312    0.000    0.000    0.030    0.000 __init__.py:1489(get_metadata_lines)
       19    0.000    0.000    0.000    0.000 generic.py:6(create_pandas_abc_type)
      586    0.000    0.000    0.005    0.000 ntpath.py:240(dirname)
    791/2    0.000    0.000    0.764    0.382 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
      645    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
       46    0.000    0.000    0.001    0.000 config.py:411(register_option)
     2194    0.000    0.000    0.001    0.000 __init__.py:2307(_normalize_cached)
      660    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
     1130    0.000    0.000    0.001    0.000 version.py:53(__eq__)
       79    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
     1126    0.000    0.000    0.001    0.000 version.py:47(__lt__)
     1564    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      156    0.000    0.000    0.002    0.000 __init__.py:2275(file_ns_handler)
      178    0.000    0.000    0.000    0.000 __init__.py:3052(_find_adapter)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3238(__init__)
       72    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
     1659    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
      205    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
      463    0.000    0.000    0.014    0.000 __init__.py:1582(_has)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
       72    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1310(<setcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _win32sysloader.LoadModule}
       77    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
      656    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      252    0.000    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:413(_find_module_shim)
      279    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
       68    0.000    0.000    0.002    0.000 ops.py:1171(_arith_method_FRAME)
      151    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
     1435    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
       36    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
      148    0.000    0.000    0.039    0.000 sre_compile.py:542(_code)
      229    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
      656    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:780(find_spec)
       96    0.000    0.000    0.000    0.000 {built-in method winreg.EnumValue}
      374    0.000    0.000    0.002    0.000 __init__.py:1391(safe_name)
      209    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      122    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
     1167    0.000    0.000    0.000    0.000 sre_compile.py:102(fixup)
      477    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
      489    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      553    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
  239/235    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
     2228    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
      333    0.000    0.000    0.001    0.000 abc.py:178(__instancecheck__)
      374    0.000    0.000    0.004    0.000 ntpath.py:233(basename)
      774    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
     2352    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       12    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
      601    0.000    0.000    0.000    0.000 _decorators.py:176(__init__)
     1126    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
      148    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      172    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        4    0.000    0.000    0.004    0.001 _collections_abc.py:824(update)
       62    0.000    0.000    0.007    0.000 __init__.py:1894(get_metadata_lines)
       46    0.000    0.000    0.007    0.000 pyparsing.py:1227(setParseAction)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3678(__init__)
      187    0.000    0.000    0.049    0.000 __init__.py:3165(<genexpr>)
        1    0.000    0.000    0.035    0.035 __init__.py:101(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
  169/122    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        1    0.000    0.000    0.002    0.002 core.py:21(<module>)
      312    0.000    0.000    0.000    0.000 __init__.py:1918(__init__)
        1    0.000    0.000    0.001    0.001 base.py:99(Index)
       72    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
      252    0.000    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1216(find_loader)
      726    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
       50    0.000    0.000    0.007    0.000 pyparsing.py:1016(_trim_arity)
      126    0.000    0.000    0.000    0.000 expr.py:152(<genexpr>)
       56    0.000    0.000    0.000    0.000 config.py:628(__init__)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
      148    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
      276    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
      132    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
     1117    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
      122    0.000    0.000    0.000    0.000 codecs.py:318(decode)
       28    0.000    0.000    0.001    0.000 ipaddress.py:2160(__init__)
       74    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
       40    0.000    0.000    0.000    0.000 base.py:1638(__contains__)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
        1    0.000    0.000    0.020    0.020 rcsetup.py:15(<module>)
      675    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
       37    0.000    0.000    0.001    0.000 deprecation.py:162(deprecate)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
      372    0.000    0.000    0.001    0.000 re.py:169(match)
       11    0.000    0.000    0.009    0.001 frame.py:358(_init_dict)
       28    0.000    0.000    0.001    0.000 panel.py:1502(_panel_arith_method)
       13    0.000    0.000    0.003    0.000 pyparsing.py:2612(__init__)
      187    0.000    0.000    0.000    0.000 __init__.py:750(__iter__)
       38    0.000    0.000    0.000    0.000 {method 'strftime' of 'datetime.date' objects}
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3322(copy)
     1130    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2371(__init__)
        1    0.000    0.000    0.002    0.002 generic.py:97(NDFrame)
       10    0.000    0.000    0.113    0.011 parsers.py:503(parser_f)
       67    0.000    0.000    0.001    0.000 pyparsing.py:3368(__init__)
       66    0.000    0.000    0.000    0.000 pyparsing.py:3697(__init__)
      144    0.000    0.000    0.004    0.000 traceback.py:279(line)
        1    0.000    0.000    0.001    0.001 strings.py:1365(StringMethods)
        1    0.000    0.000    0.000    0.000 stata.py:702(StataMissingValue)
       13    0.000    0.000    0.003    0.000 enum.py:364(_create_)
       41    0.000    0.000    0.000    0.000 groupby.py:2745(_whitelist_method_generator)
      268    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
       10    0.000    0.000    0.083    0.008 parsers.py:1746(read)
        3    0.000    0.000    0.005    0.002 numeric.py:1(<module>)
       48    0.000    0.000    0.007    0.000 traceback.py:196(extract_stack)
       10    0.000    0.000    0.000    0.000 parsers.py:769(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_num_threads}
       40    0.000    0.000    0.001    0.000 ops.py:1033(_flex_method_SERIES)
      171    0.000    0.000    0.000    0.000 six.py:141(__init__)
     34/5    0.000    0.000    0.001    0.000 pyparsing.py:3297(streamline)
       50    0.000    0.000    0.000    0.000 pluggy.py:699(set_specification)
      152    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
   121/59    0.000    0.000    0.003    0.000 pyparsing.py:3341(copy)
        1    0.000    0.000    0.004    0.004 expr.py:2(<module>)
        3    0.000    0.000    0.000    0.000 expr.py:216(disallowed)
       26    0.000    0.000    0.000    0.000 ntpath.py:471(normpath)
       99    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       10    0.000    0.000    0.000    0.000 parsers.py:823(_clean_options)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      370    0.000    0.000    0.000    0.000 ops.py:60(names)
     10/1    0.000    0.000    0.000    0.000 _apipkg.py:69(__init__)
        1    0.000    0.000    0.002    0.002 numerictypes.py:82(<module>)
       48    0.000    0.000    0.007    0.000 pyparsing.py:1024(extract_stack)
       11    0.000    0.000    0.000    0.000 pyparsing.py:2631(__init__)
       48    0.000    0.000    0.001    0.000 pluggy.py:598(execute)
       45    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
       13    0.000    0.000    0.000    0.000 ops.py:149(add_methods)
        1    0.000    0.000    0.002    0.002 frame.py:213(DataFrame)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3247(leaveWhitespace)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1460(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:80(<dictcomp>)
        1    0.000    0.000    0.103    0.103 __init__.py:106(<module>)
      158    0.000    0.000    0.000    0.000 functools.py:74(wraps)
      296    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       49    0.000    0.000    0.001    0.000 pyparsing.py:3499(__init__)
       54    0.000    0.000    0.000    0.000 base.py:194(_create_delegator_property)
    58/10    0.000    0.000    0.003    0.000 pyparsing.py:3266(leaveWhitespace)
       10    0.000    0.000    0.091    0.009 parsers.py:1000(read)
      389    0.000    0.000    0.000    0.000 {built-in method builtins.all}
    45/42    0.000    0.000    0.054    0.001 <frozen importlib._bootstrap_external>:919(create_module)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
        1    0.000    0.000    0.005    0.005 frequencies.py:1(<module>)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3324(<listcomp>)
       42    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
        4    0.000    0.000    0.003    0.001 generic.py:6036(_add_numeric_operations)
      148    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
       93    0.000    0.000    0.001    0.000 pluggy.py:774(__init__)
      144    0.000    0.000    0.004    0.000 linecache.py:15(getline)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
      576    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
       16    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
      239    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
      209    0.000    0.000    0.002    0.000 sre_parse.py:96(closegroup)
        2    0.000    0.000    0.037    0.018 __init__.py:7(<module>)
   121/59    0.000    0.000    0.002    0.000 pyparsing.py:3343(<listcomp>)
       93    0.000    0.000    0.000    0.000 pluggy.py:376(parse_hookimpl_opts)
      148    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
       52    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
